,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2
0,4.000469425715762,-0.32311643126033207,-2.7648447393855813,0.7370538919199277,1.0807578915626443,1.658016157168567,-3.5690620048200175,2.209281896559901,-1.9621883693318765,2.2808212842985487,2.634350666136444,1.1466053665142377,-0.5086004059943869,4.1711881716671915,3.5735989834759696,-2.728761407293283,0.8635601986883064,0.6603925093291192,1.844544187604809,3.8633581656074334
1,3.4468996746063505,0.6468450869872858,-2.7496190493989734,0.8643268175274659,0.8669202972234282,1.1530531356533484,-3.5647590311068287,2.18707198048018,-0.5795054724741875,-1.5016923900619146,2.614954277159572,0.7609695900100542,-0.4433387888931311,4.147274581805881,3.3719947908459247,-2.001109020462268,1.299865682686301,-0.1589391448286357,-0.8331455193370596,0.03664199554285652
2,3.452966643835571,0.5990429557235266,-2.742341216355155,0.9965829476783825,0.7749213946649027,0.5750009014762404,-3.5607433822583467,2.1660982632062824,2.5079043322390513,0.6181514269891322,2.642533732020047,0.5116316697130077,-0.38921778412737706,4.129873310642618,3.2415065451662275,-1.4510019540549142,2.0956189432945713,-0.05944944138564458,2.9103349464272434,0.9424413834335312
3,3.453015743652576,0.5939501345201459,-2.7423106631608656,1.0210420576452648,1.5258424830385315,-0.33903618680633163,-3.5569849274972127,2.146242342679166,2.5571867635698804,0.38580768498558404,2.670740331513883,0.41704663182985857,-0.3436569796985753,4.116946616421329,3.136074542405984,-0.9780418259369963,2.083213898052391,0.20277375193899155,2.9288007884651757,0.04790463638012732
4,3.446056164476474,0.5901123465534766,-2.7424891568349667,1.0446581173157756,2.1925361203174196,0.3644255400654427,-3.5534578109231263,2.1274017042190247,2.5814932797175527,0.362817221965804,2.6806665215466525,0.40630658068828995,-0.3048976281800687,4.107196728574957,3.022179501770228,-0.5568720363742791,2.316907901274631,0.1950840460764732,2.6328877117293414,0.5815031351733654
5,3.444714444864029,0.5924363015220399,-2.7428462346937974,1.0672859200787794,2.272547707444586,0.25009410069512217,-3.5501396964323586,2.1094870215587083,2.589586300165105,0.38349038989848067,2.711072246145758,0.42955453080390693,-0.27167380539831804,4.099756121941987,2.7488827782702803,0.031865508939293075,2.323126359043857,0.287864041464801,2.689592552699347,0.33506380404383734
6,3.4297810536348083,0.5861371016434833,-2.743349963165009,1.088793414568591,2.663234315839751,0.4364921175655523,-3.547011170469003,2.09242000576092,2.6320154225730987,0.3721276107554247,2.7188278957438694,0.41964671773271794,-0.2430355636343338,4.094023987981338,2.5585554625998634,0.3899111038034767,2.458071406161739,0.2850105464720953,2.6641054388176815,0.4256402206314315
7,3.428365595638863,0.5893415555021421,-2.7439680697751436,1.109067073661669,2.6775689364835844,0.40733697457332485,-3.5440552648575245,2.076131673957869,2.6332321240630185,0.40453323907159766,2.7711372054053998,0.44922532004264604,-0.21824653726196355,4.089573048247749,2.576341509966721,0.3704040981121872,2.460810698009018,0.3371425725680211,2.6816894095451023,0.3967502466955351
8,3.3585715456744523,0.583570531416632,-2.744669115787669,1.128016487099622,2.8418732060416003,0.4575454578939705,-3.541257072055675,2.060560943444429,2.6501860413214997,0.3894710901923958,2.777298414913578,0.43826553357035425,-0.1967211206609145,4.0860932096970854,2.6633069990687797,0.4240866051861624,2.5470924101474917,0.33386850374278004,2.685023114186198,0.42307184296007144
9,3.3588720913696304,0.5775070054467782,-2.7454236053424497,1.1455777309436346,2.901681056675389,0.4804245868039644,-3.5386034322954414,2.045653480542496,2.656014277808882,0.405995204140164,2.836759427084474,0.4661737245081158,-0.17798405562091774,4.083355850678252,2.6749805890292593,0.40562792177213386,2.5491530101506905,0.366808318756837,2.6979658769039396,0.40676071663065466
10,3.3560455225189307,0.5751553564685427,-2.746204931849853,1.161715187043362,2.9039756290954064,0.4749755608803684,-3.5360826771887797,2.0313607508803635,2.6688880998755082,0.3999677962569646,2.8408404134624305,0.4574914627801241,-0.16164337125101483,4.0811903050935845,2.777655512154031,0.454881051770616,2.624015765873901,0.3674745567522042,2.7033899385872266,0.42414178035950734
11,3.354680052325373,0.5766040376830769,-2.746990083485616,1.1764216631275497,2.937390646937809,0.4851766303291748,-3.533684418084944,2.017639230315659,2.6875681515564613,0.4262317867579461,2.9036733350948736,0.47159580769420784,-0.14737162144883106,4.079467891512709,2.7843140257898162,0.4409978108681101,2.624512337158169,0.3913162228709871,2.7185096866641634,0.40953287648784015
12,3.3499029027005616,0.5735327961558997,-2.7471440793518505,1.1790807037213646,2.938233151654313,0.48402837630822254,-3.5313993701931836,2.0044497450347265,2.704209094620457,0.4024898922843955,2.903619445286387,0.4750681589469358,-0.134892466364321,4.078090789080201,2.878109486766031,0.4617958618835324,2.7091433251695896,0.3984553377636201,2.7198115196782644,0.4265804199618442
13,3.348554319118948,0.5753986986434964,-2.747297127682725,1.1816864557324263,2.9434317084491872,0.48702983637791875,-3.529219205511535,1.9917569163168198,2.7050952149514313,0.42670115871566283,2.921648473294158,0.47638678254246897,-0.12397080500017961,4.076984127986498,2.8776057470547243,0.4678179968198696,2.707811728622665,0.41784749817744715,2.7324047943206065,0.4173166049738954
14,3.341250315736774,0.5714343601736921,-2.747449125657657,1.1842393045029187,2.9442418798407104,0.4856652398843667,-3.5271364291248517,1.9795286907046634,2.718422377889636,0.41121598533123366,2.921413726529408,0.4797285799173918,-0.11440533484685755,4.076090270206214,2.9229876344335297,0.47815367242784756,2.7967396767024426,0.43003145867902415,2.7347329674727705,0.42979693435430505
15,3.339928408744487,0.5736291125789901,-2.7475999763785337,1.1867396639921153,2.954287996148715,0.49023017440646144,-3.525144274589779,1.9677359403285093,2.720889941492038,0.4288926729212353,2.948571408817498,0.48563090242527285,-0.10602281369298745,4.07536461684153,2.9231020403048413,0.48030359276356055,2.7950267075391633,0.44412655662619616,2.745716405207072,0.4232769809231987
