,itsA,run_time,t
0,2068.0,1.752251148223877,0.060000000000000005
1,1505.0,1.2735040187835693,0.060000000000000005
2,1298.0,1.0999302864074707,0.060000000000000005
3,1493.0,1.2695443630218506,0.060000000000000005
4,820.0,0.7039763927459717,0.060000000000000005
5,1898.0,1.6209783554077148,0.060000000000000005
6,2076.0,1.7588436603546143,0.060000000000000005
7,1337.0,1.133880376815796,0.060000000000000005
8,661.0,0.5628538131713867,0.060000000000000005
9,2696.0,2.295835494995117,0.060000000000000005
10,3233.0,2.7459354400634766,0.060000000000000005
11,2541.0,2.1679129600524902,0.060000000000000005
12,3075.0,2.6216328144073486,0.060000000000000005
13,1156.0,0.9777753353118896,0.060000000000000005
14,1319.0,1.1430578231811523,0.060000000000000005
15,1130.0,0.9855833053588867,0.060000000000000005
16,520.0,0.46071672439575195,0.060000000000000005
17,1653.0,1.4050304889678955,0.060000000000000005
18,2163.0,1.9629828929901123,0.060000000000000005
19,1205.0,1.0305488109588623,0.060000000000000005
20,2716.0,2.465229034423828,0.060000000000000005
21,907.0,0.7728731632232666,0.060000000000000005
22,3050.0,2.7690606117248535,0.060000000000000005
23,1116.0,0.9499101638793945,0.060000000000000005
24,1903.0,1.6022968292236328,0.060000000000000005
25,585.0,0.49669957160949707,0.060000000000000005
26,2996.0,2.568998098373413,0.060000000000000005
27,2560.0,2.1776602268218994,0.060000000000000005
28,2572.0,2.1907358169555664,0.060000000000000005
29,1177.0,0.9950482845306396,0.060000000000000005
30,898.0,0.7578189373016357,0.060000000000000005
31,2210.0,1.8706119060516357,0.060000000000000005
32,596.0,0.5110986232757568,0.060000000000000005
33,2017.0,1.709646224975586,0.060000000000000005
34,2180.0,1.8646531105041504,0.060000000000000005
35,2985.0,2.549478530883789,0.060000000000000005
36,2928.0,2.5165584087371826,0.060000000000000005
37,342.0,0.2933943271636963,0.060000000000000005
38,1606.0,1.3554534912109375,0.060000000000000005
39,777.0,0.661602258682251,0.060000000000000005
40,1345.0,1.142117977142334,0.060000000000000005
41,2580.0,2.8066213130950928,0.060000000000000005
42,2091.0,1.7755637168884277,0.060000000000000005
43,999.0,0.8479413986206055,0.060000000000000005
44,2905.0,2.463160991668701,0.060000000000000005
45,1270.0,1.0731821060180664,0.060000000000000005
46,1963.0,1.6624701023101807,0.060000000000000005
47,1654.0,1.4076504707336426,0.060000000000000005
48,697.0,0.6039652824401855,0.060000000000000005
49,1289.0,1.0967669486999512,0.060000000000000005
